MRP - PO Suggestion
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Purch.doc.|Item|Vendor|Vendor Name                        |Material         |      Quantity|Deliv.date|Material description                    |Plnt|Exception message        |Excep.msg.             |Curr.|      Net price|OPUn|   GR Qty.|ABC|PDT|SafetyTime|GRT|IPT|Ship Date |PGr|Purch. gp.       |Item text                               |Del. text|PO creatio|ETD.Seq.nu|ETD       |Confirmed.|Invoice|Last chang|User name|ETD Status|ETD Status Text       |
|4800019205|1760|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |39070092-006     |      200.000 |08/08/2023|Voltage Reference,Shunt,2.5V~36V Adjusta|272J|Reschedule out (09/09/23)|                       |USD  |      0.055600 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0019K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1770|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |39080198-001     |      100.000 |08/08/2023|Operational Amplifier,3~5.5V,250KHZ,Volt|272J|Reschedule out (09/08/23)|                       |USD  |      0.467900 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0019K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1780|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |39080357-002     |       25.000 |08/08/2023|Operational Amplifier,0~18V,1V/us,500KHz|272J|Reschedule out (08/31/23)|                       |USD  |      0.211600 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0019K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1790|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |39110886-006     |      100.000 |08/08/2023|Power Driver,High side and low side Driv|272J|Reschedule out (10/15/23)|                       |USD  |      0.646400 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0019K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1800|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |39111378-004     |      100.000 |08/08/2023|High Current Switching Regulators,DrMOS,|272J|Reschedule out (08/16/23)|                       |USD  |      1.528800 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0019K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1810|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |39111379-003     |       15.000 |08/08/2023|Switching Regulators,Sync Buck,Single Ph|272J|Reschedule out (08/11/23)|                       |USD  |      0.249300 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0007K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1820|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |39111379-006     |      416.000 |08/08/2023|LVCMOS,4BIT Level Shifter With Automatic|272J|Reschedule out (08/15/23)|                       |USD  |      0.242300 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0007K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1830|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |39111586-005     |      100.000 |08/08/2023|Switching Regulators,Buck,Single,4.5V,60|272J|Reschedule out (08/15/23)|                       |USD  |      0.534800 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0007K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1840|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |39170157         |      100.000 |08/08/2023|Software Radio IC-ROC-Multi channel ADCs|272J|Reschedule out (08/15/23)|                       |USD  |      8.752800 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0007K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1850|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |39170168         |      100.000 |08/08/2023|Software Radio IC,ROC,Multi channel ADCs|272J|Reschedule out (10/15/23)|                       |USD  |     27.262500 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0007K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1860|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |39190003-003     |      100.000 |08/08/2023|Digital Coupler,CMOS,Voltage Isolator,10|272J|Reschedule out (09/12/23)|                       |USD  |      0.526300 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0007K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1870|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |46040071-002     |      100.000 |08/08/2023|Frequency Synthesizer,0.001~750MHz,1MHz,|272J|Reschedule out (09/10/23)|                       |USD  |      4.884600 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0007K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1880|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |47030431         |      100.000 |08/08/2023|RF Isolator,1805-2170MHz,20dB.,-20,200W,|272J|Reschedule out (10/15/23)|                       |USD  |      5.148700 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0007K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1890|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |47050160-001     |      100.000 |08/08/2023|RF Coupler,1700MHz~2300MHz,3dB,20dB.,5.0|272J|Reschedule out (10/15/23)|                       |USD  |      0.534100 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0007K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1900|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |47050161-001     |       12.000 |08/08/2023|RF Coupler,2300MHz~2700MHz,3dB,20dB.,5.0|272J|Reschedule out (08/11/23)|                       |USD  |      0.550400 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0007K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1910|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |47101199         |       13.000 |08/08/2023|RF Gain Module,400MHz~4000MHz,15.6dB,27d|272J|Reschedule out (08/31/23)|                       |USD  |      0.619100 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0004K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1920|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |47101209         |      100.000 |08/08/2023|RF Gain Module,700MHz~2700MHz,27dB,30.5d|272J|Reschedule out (09/14/23)|                       |USD  |      0.639800 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0004K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1930|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |47101329         |      100.000 |08/08/2023|RF Power Amplifying Module,400MHz~2700MH|272J|Reschedule out (09/24/23)|                       |USD  |      2.362400 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0004K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1940|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |47101655         |      100.000 |08/08/2023|RF Power Amplifying Module,1805MHz~2170M|272J|Reschedule out (10/15/23)|                       |USD  |     20.725200 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0004K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1950|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |47120029         |      100.000 |08/08/2023|RF Power Amplifying Module,758MHz~821MHz|272J|Reschedule out (09/10/23)|                       |USD  |      0.677100 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0004K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1960|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |47140313-001     |      100.000 |08/08/2023|RFSwitch,100MHz~6000MHz,SPDT,2dB,43dB." |272J|Reschedule out (09/25/23)|                       |USD  |      0.485300 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0004K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1970|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |47150783-004     |       17.000 |08/08/2023|???????-DVGA-1300-2800M                 |272J|Reschedule out (08/31/23)|                       |USD  |      6.251900 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0004K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1980|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |47150783-007     |      100.000 |08/08/2023|RF Small Signal Multi-Functional,DVGA,13|272J|Reschedule out (10/15/23)|                       |USD  |      3.937500 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0004K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1990|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |47151002-003     |      100.000 |08/08/2023|???????-??????LNASIP-1700MHz~2600MHz-QFN|272J|Reschedule out (09/15/23)|                       |USD  |      3.167600 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0004K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|2000|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |47990118-001     |      223.000 |08/08/2023|RFImpedanceConverter,599M~2800M,1:2,1"  |272J|Reschedule out (09/13/23)|                       |USD  |      0.076800 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0004K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|2010|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |90020141-001     |      900.000 |08/11/2023|Liquid Manufactory Auxiliaries,Apparent |272J|Reschedule out (09/10/23)|                       |USD  |      0.145600 |ML  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002208HWA0009K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|2020|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |90020309-001     |      600.000 |08/11/2023|Liquid Manufactory Auxiliaries,6W Therma|272J|Reschedule out (09/11/23)|                       |USD  |      0.335300 |ML  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002208HWA0023K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|2030|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |99102264         |      100.000 |08/11/2023|DDR3 DRAM-2G bit-800MHz-16bit-1.5 V-FBGA|272J|Reschedule out (09/15/23)|                       |USD  |      3.878300 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002208HWA0010K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019206|  10|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |03014UGE         |      100.000 |09/05/2023|Power Amplifier PCB,WD5DMRA6K0,Power Amp|272J|Reschedule out (09/11/23)|                       |USD  |      3.339100 |PC  |    0.000 |A  |74 |        14| 0 | 0 |06/09/2023|P95|Israel Souza     |EMS02R20002209HWA0001H                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019206|  20|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |03015NRP         |      100.000 |09/05/2023|Normal Sized And Low Layer PCB,WD22UBBPg|272J|Reschedule in (08/21/23) |                       |USD  |     37.187400 |PC  |    0.000 |A  |74 |        14| 0 | 0 |06/09/2023|P95|Israel Souza     |EMS02R20002209HWA0001H                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019206|  30|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |03015TYE         |      100.000 |09/05/2023|Normal Sized And Low Layer PCB,WD5MYAAXI|272J|Reschedule out (10/16/23)|                       |USD  |     33.954300 |PC  |    0.000 |A  |74 |        14| 0 | 0 |06/09/2023|P95|Israel Souza     |EMS02R20002209HWA0001H                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019206|  40|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |03016DCA         |      100.000 |09/05/2023|Power Amplifier PCB,WD5PZAA8AAPX,1805M-2|272J|Reschedule out (10/16/23)|                       |USD  |      6.864700 |PC  |    0.000 |A  |74 |        14| 0 | 0 |06/09/2023|P95|Israel Souza     |EMS02R20002209HWA0001H                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019206|  50|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |14041277         |      100.000 |09/05/2023|SMT Inductor,0.047uH,5%,1.3ohm,20,1.05*0|272J|Reschedule out (09/11/23)|                       |USD  |      0.380700 |PC  |    0.000 |C  |74 |        14| 0 | 0 |06/09/2023|P95|Israel Souza     |EMS02R20002209HWA0001H                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019206|  60|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |14191668         |      100.000 |09/05/2023|Jumper,1 PIN,Straight,1A,Spring finger 4|272J|Reschedule out (09/11/23)|                       |USD  |      0.038900 |PC  |    0.000 |C  |74 |        14| 0 | 0 |06/09/2023|P95|Israel Souza     |EMS02R20002209HWA0001H                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019206|  70|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |14192068         |      100.000 |09/05/2023|Easy Power Connector,2pin,48Vdc,36A,Righ|272J|Reschedule out (10/16/23)|                       |USD  |      1.069300 |PC  |    0.000 |A  |74 |        14| 0 | 0 |06/09/2023|P95|Israel Souza     |EMS02R20002209HWA0001H                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019206|  80|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |21215307-002     |      100.000 |09/05/2023|Die-casting or cutting shell,21215307-00|272J|Reschedule out (10/15/23)|                       |USD  |      2.987600 |PC  |    0.000 |A  |74 |        14| 0 | 0 |06/09/2023|P95|Israel Souza     |EMS02R20002209HWA0001H                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019206|  90|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |21216559         |      100.000 |09/05/2023|Die-casting or cutting shell,21216559_DR|272J|Reschedule out (10/15/23)|                       |USD  |      0.870100 |PC  |    0.000 |A  |74 |        14| 0 | 0 |06/09/2023|P95|Israel Souza     |EMS02R20002209HWA0001H                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
